Сумма	Текущая дата	Накопительная сумма	Статус	Бесконечность	Чек	Количество	Цена	Артикул	Дата
94128	25.02.2026	?	001	47064	IT010013217	2	47064	0102377	16.07.2013
496	25.02.2026	?	002	496	IT010013218	1	496	0102477	16.07.2013
566	25.02.2026	?	002	566	IT010013218	1	566	0105734	16.07.2013
2571	25.02.2026	?	002	2571	IT010013219	1	2571	0105736	16.07.2013
534	25.02.2026	?	002	534	IT010013220	1	534	0105743	16.07.2013
749	25.02.2026	?	002	749	IT010013220	1	749	0105747	16.07.2013
2139	25.02.2026	?	002	2139	IT010013221	1	2139	0110141	16.07.2013
5329	25.02.2026	?	002	5329	IT010013222	1	5329	0102459	17.07.2013
3820	25.02.2026	?	002	3820	IT010013223	1	3820	0102436	17.07.2013
15943	25.02.2026	?	002	15943	IT010013223	1	15943	0102439	17.07.2013
2934	25.02.2026	?	002	2934	IT010013224	1	2934	0102442	17.07.2013
2934	25.02.2026	?	002	2934	IT010013225	1	2934	0102447	17.07.2013
8956	25.02.2026	?	002	8956	IT010013225	1	8956	0102453	17.07.2013
5874	25.02.2026	?	002	5874	IT010013225	1	5874	0102454	17.07.2013
2326	25.02.2026	?	002	2326	IT010013226	1	2326	0102461	17.07.2013
23529	25.02.2026	?	001	23529	IT010013226	1	23529	0102474	17.07.2013
5329	25.02.2026	?	002	5329	IT010013227	1	5329	0102416	17.07.2013
5363	25.02.2026	?	002	5363	IT010013227	1	5363	0102427	17.07.2013
3820	25.02.2026	?	002	3820	IT010013228	1	3820	0102436	17.07.2013
15943	25.02.2026	?	002	15943	IT010013229	1	15943	0102439	17.07.2013
2934	25.02.2026	?	002	2934	IT010013229	1	2934	0102447	17.07.2013
8956	25.02.2026	?	002	8956	IT010013230	1	8956	0102453	17.07.2013
2326	25.02.2026	?	002	2326	IT010013230	1	2326	0102461	17.07.2013
5329	25.02.2026	?	002	5329	IT010013231	1	5329	0102465	17.07.2013
3100	25.02.2026	?	002	3100	IT010013231	1	3100	0102467	17.07.2013
23529	25.02.2026	?	001	23529	IT010013232	1	23529	0102474	17.07.2013
1295	25.02.2026	?	002	1295	IT010013233	1	1295	0111515	17.07.2013
5329	25.02.2026	?	002	5329	IT010013233	1	5329	0102416	17.07.2013
5363	25.02.2026	?	002	5363	IT010013233	1	5363	0102421	17.07.2013
10726	25.02.2026	?	002	5363	IT010013234	2	5363	0102427	17.07.2013
3820	25.02.2026	?	002	3820	IT010013234	1	3820	0102436	17.07.2013
5868	25.02.2026	?	002	2934	IT010013235	2	2934	0102437	17.07.2013
816	25.02.2026	?	002	816	IT010013235	1	816	0110488	17.07.2013
936	25.02.2026	?	002	936	IT010013236	1	936	0110491	17.07.2013
1284	25.02.2026	?	002	1284	IT010013236	1	1284	0110496	17.07.2013
2129	25.02.2026	?	002	2129	IT010013236	1	2129	0102310	17.07.2013
2460	25.02.2026	?	002	2460	IT010013237	1	2460	0102313	17.07.2013
2129	25.02.2026	?	002	2129	IT010013238	1	2129	0102578	17.07.2013
816	25.02.2026	?	002	816	IT010013239	1	816	0110488	17.07.2013
936	25.02.2026	?	002	936	IT010013239	1	936	0110491	17.07.2013
6633	25.02.2026	?	002	6633	IT010013240	1	6633	0101326	17.07.2013
8121	25.02.2026	?	002	8121	IT010013240	1	8121	0101329	17.07.2013
6409	25.02.2026	?	002	6409	IT010013241	1	6409	0101330	17.07.2013
12293	25.02.2026	?	002	12293	IT010013241	1	12293	0101332	17.07.2013
14207	25.02.2026	?	002	14207	IT010013242	1	14207	0101336	17.07.2013
5722	25.02.2026	?	002	5722	IT010013242	1	5722	0101339	17.07.2013
25680	25.02.2026	?	001	25680	IT010013243	1	25680	0111514	17.07.2013
1295	25.02.2026	?	002	1295	IT010013244	1	1295	0111515	17.07.2013
18832	25.02.2026	?	002	9416	IT010013244	2	9416	0102440	17.07.2013
5874	25.02.2026	?	002	5874	IT010013245	1	5874	0102444	17.07.2013
3820	25.02.2026	?	002	3820	IT010013245	1	3820	0102438	18.07.2013
816	25.02.2026	?	002	816	IT010013246	1	816	0110488	18.07.2013
2934	25.02.2026	?	002	2934	IT010013246	1	2934	0102442	18.07.2013
15943	25.02.2026	?	002	15943	IT010013247	1	15943	0102439	18.07.2013
17912	25.02.2026	?	002	8956	IT010013247	2	8956	0102453	18.07.2013
6633	25.02.2026	?	002	6633	IT010013248	1	6633	0101326	18.07.2013
8121	25.02.2026	?	002	8121	IT010013248	1	8121	0101329	18.07.2013
6409	25.02.2026	?	002	6409	IT010013248	1	6409	0101330	18.07.2013
12293	25.02.2026	?	002	12293	IT010013249	1	12293	0101332	18.07.2013
5722	25.02.2026	?	002	5722	IT010013250	1	5722	0101339	18.07.2013
9288	25.02.2026	?	002	4644	IT010013250	2	4644	0101341	18.07.2013
3820	25.02.2026	?	002	3820	IT010013251	1	3820	0102436	18.07.2013
3820	25.02.2026	?	002	3820	IT010013251	1	3820	0102438	18.07.2013
18832	25.02.2026	?	002	9416	IT010013252	2	9416	0102440	18.07.2013
2934	25.02.2026	?	002	2934	IT010013252	1	2934	0102442	18.07.2013
5874	25.02.2026	?	002	5874	IT010013253	1	5874	0102444	18.07.2013
2934	25.02.2026	?	002	2934	IT010013254	1	2934	0102447	18.07.2013
2326	25.02.2026	?	002	2326	IT010013254	1	2326	0102461	18.07.2013
3100	25.02.2026	?	002	3100	IT010013255	1	3100	0102467	18.07.2013
5329	25.02.2026	?	002	5329	IT010013256	1	5329	0102469	18.07.2013
5329	25.02.2026	?	002	5329	IT010013256	1	5329	0102470	18.07.2013
23529	25.02.2026	?	001	23529	IT010013257	1	23529	0102474	18.07.2013
15943	25.02.2026	?	002	15943	IT010013258	1	15943	0102439	18.07.2013
3820	25.02.2026	?	002	3820	IT010013259	1	3820	0102443	18.07.2013
2934	25.02.2026	?	002	2934	IT010013259	1	2934	0102447	18.07.2013
2934	25.02.2026	?	002	2934	IT010013259	1	2934	0102448	18.07.2013
8956	25.02.2026	?	002	8956	IT010013260	1	8956	0102453	18.07.2013
5329	25.02.2026	?	002	5329	IT010013260	1	5329	0102459	18.07.2013
5329	25.02.2026	?	002	5329	IT010013260	1	5329	0102460	18.07.2013
5329	25.02.2026	?	002	5329	IT010013261	1	5329	0102465	18.07.2013
1380	25.02.2026	?	002	1380	IT010013262	1	1380	0102480	18.07.2013
3734	25.02.2026	?	002	1867	IT010013262	2	1867	0102483	18.07.2013
1380	25.02.2026	?	002	1380	IT010013262	1	1380	0102492	18.07.2013
1380	25.02.2026	?	002	1380	IT010013263	1	1380	0102493	18.07.2013
450	25.02.2026	?	002	450	IT010013263	1	450	0102723	18.07.2013
1132	25.02.2026	?	002	566	IT010013264	2	566	0105755	18.07.2013
984	25.02.2026	?	002	984	IT010013264	1	984	0105759	18.07.2013
1390	25.02.2026	?	002	1390	IT010013265	1	1390	0110142	18.07.2013
2834	25.02.2026	?	002	2834	IT010013266	1	2834	0110145	18.07.2013
4055	25.02.2026	?	002	4055	IT010013266	1	4055	0102314	19.07.2013
4055	25.02.2026	?	002	4055	IT010013267	1	4055	0102315	19.07.2013
2878	25.02.2026	?	002	2878	IT010013267	1	2878	0102316	19.07.2013
2878	25.02.2026	?	002	2878	IT010013267	1	2878	0102317	19.07.2013
2129	25.02.2026	?	002	2129	IT010013267	1	2129	0102318	19.07.2013
2129	25.02.2026	?	002	2129	IT010013267	1	2129	0102319	19.07.2013
2129	25.02.2026	?	002	2129	IT010013268	1	2129	0102320	19.07.2013
1711	25.02.2026	?	002	1711	IT010013268	1	1711	0102321	19.07.2013
2129	25.02.2026	?	002	2129	IT010013269	1	2129	0102322	19.07.2013
2105	25.02.2026	?	002	2105	IT010013270	1	2105	0102325	19.07.2013
2105	25.02.2026	?	002	2105	IT010013270	1	2105	0102326	19.07.2013
2105	25.02.2026	?	002	2105	IT010013271	1	2105	0102327	19.07.2013
2139	25.02.2026	?	002	2139	IT010013271	1	2139	0102328	19.07.2013
2139	25.02.2026	?	002	2139	IT010013271	1	2139	0102332	19.07.2013
2139	25.02.2026	?	002	2139	IT010013272	1	2139	0102333	19.07.2013
2460	25.02.2026	?	002	2460	IT010013273	1	2460	0102334	19.07.2013
2139	25.02.2026	?	002	2139	IT010013273	1	2139	0102335	19.07.2013
2129	25.02.2026	?	002	2129	IT010013274	1	2129	0102338	19.07.2013
2129	25.02.2026	?	002	2129	IT010013274	1	2129	0102339	19.07.2013
1711	25.02.2026	?	002	1711	IT010013275	1	1711	0102323	19.07.2013
2139	25.02.2026	?	002	2139	IT010013275	1	2139	0102329	19.07.2013
2129	25.02.2026	?	002	2129	IT010013276	1	2129	0102307	20.07.2013
2129	25.02.2026	?	002	2129	IT010013276	1	2129	0102310	20.07.2013
2460	25.02.2026	?	002	2460	IT010013277	1	2460	0102313	20.07.2013
2129	25.02.2026	?	002	2129	IT010013277	1	2129	0102338	20.07.2013
1497	25.02.2026	?	002	1497	IT010013278	1	1497	0100595	20.07.2013
1069	25.02.2026	?	002	1069	IT010013278	1	1069	0100601	20.07.2013
3850	25.02.2026	?	002	1925	IT010013278	2	1925	0101041	20.07.2013
3353	25.02.2026	?	002	3353	IT010013279	1	3353	0101045	20.07.2013
566	25.02.2026	?	002	566	IT010013279	1	566	0105734	20.07.2013
1925	25.02.2026	?	002	1925	IT010013280	1	1925	0105735	20.07.2013
2571	25.02.2026	?	002	2571	IT010013281	1	2571	0105736	20.07.2013
1176	25.02.2026	?	002	1176	IT010013281	1	1176	0105738	20.07.2013
566	25.02.2026	?	002	566	IT010013282	1	566	0105755	20.07.2013
2571	25.02.2026	?	002	2571	IT010013283	1	2571	0105757	20.07.2013
984	25.02.2026	?	002	984	IT010013283	1	984	0105759	20.07.2013
1069	25.02.2026	?	002	1069	IT010013284	1	1069	0109013	20.07.2013
768	25.02.2026	?	002	384	IT010013284	2	384	0110140	20.07.2013
2680	25.02.2026	?	002	2680	IT010013285	1	2680	0110494	20.07.2013
3820	25.02.2026	?	002	3820	IT010013285	1	3820	0102436	21.07.2013
31886	25.02.2026	?	001	15943	IT010013285	2	15943	0102439	21.07.2013
5868	25.02.2026	?	002	2934	IT010013286	2	2934	0102442	21.07.2013
8453	25.02.2026	?	002	8453	IT010013286	1	8453	0102375	21.07.2013
16906	25.02.2026	?	002	8453	IT010013287	2	8453	0102376	21.07.2013
47064	25.02.2026	?	001	47064	IT010013287	1	47064	0102377	21.07.2013
47674	25.02.2026	?	001	47674	IT010013288	1	47674	0102379	21.07.2013
8453	25.02.2026	?	002	8453	IT010013288	1	8453	0102382	21.07.2013
47064	25.02.2026	?	001	47064	IT010013289	1	47064	0102396	21.07.2013
47064	25.02.2026	?	001	47064	IT010013289	1	47064	0102397	21.07.2013
1380	25.02.2026	?	002	1380	IT010013290	1	1380	0102480	21.07.2013
3734	25.02.2026	?	002	1867	IT010013291	2	1867	0102481	21.07.2013
1867	25.02.2026	?	002	1867	IT010013291	1	1867	0102484	21.07.2013
450	25.02.2026	?	002	450	IT010013292	1	450	0102485	21.07.2013
1867	25.02.2026	?	002	1867	IT010013293	1	1867	0102488	21.07.2013
1390	25.02.2026	?	002	1390	IT010013293	1	1390	0110142	21.07.2013
2139	25.02.2026	?	002	2139	IT010013294	1	2139	0110143	21.07.2013
2834	25.02.2026	?	002	2834	IT010013294	1	2834	0110145	21.07.2013
816	25.02.2026	?	002	816	IT010013294	1	816	0110488	21.07.2013
936	25.02.2026	?	002	936	IT010013295	1	936	0110491	21.07.2013
2568	25.02.2026	?	002	1284	IT010013295	2	1284	0110496	21.07.2013
47064	25.02.2026	?	001	47064	IT010013295	1	47064	0102377	21.07.2013
992	25.02.2026	?	002	496	IT010013295	2	496	0102477	21.07.2013
1380	25.02.2026	?	002	1380	IT010013296	1	1380	0102480	21.07.2013
450	25.02.2026	?	002	450	IT010013297	1	450	0102485	21.07.2013
1380	25.02.2026	?	002	1380	IT010013297	1	1380	0102493	21.07.2013
3734	25.02.2026	?	002	1867	IT010013297	2	1867	0102584	21.07.2013
450	25.02.2026	?	002	450	IT010013298	1	450	0102723	21.07.2013
8453	25.02.2026	?	002	8453	IT010013298	1	8453	0103152	21.07.2013
566	25.02.2026	?	002	566	IT010013299	1	566	0105734	21.07.2013
2571	25.02.2026	?	002	2571	IT010013299	1	2571	0105736	21.07.2013
534	25.02.2026	?	002	534	IT010013299	1	534	0105743	21.07.2013
749	25.02.2026	?	002	749	IT010013299	1	749	0105747	21.07.2013
1069	25.02.2026	?	002	1069	IT010013300	1	1069	0109013	21.07.2013
2139	25.02.2026	?	002	2139	IT010013300	1	2139	0110141	21.07.2013
816	25.02.2026	?	002	816	IT010013300	1	816	0110488	21.07.2013
936	25.02.2026	?	002	936	IT010013301	1	936	0110491	21.07.2013
8956	25.02.2026	?	002	8956	IT010013301	1	8956	0102453	21.07.2013
5329	25.02.2026	?	002	5329	IT010013302	1	5329	0102419	21.07.2013
3820	25.02.2026	?	002	3820	IT010013302	1	3820	0102431	21.07.2013
2934	25.02.2026	?	002	2934	IT010013302	1	2934	0102437	21.07.2013
3820	25.02.2026	?	002	3820	IT010013303	1	3820	0102443	21.07.2013
2934	25.02.2026	?	002	2934	IT010013303	1	2934	0102447	21.07.2013
2934	25.02.2026	?	002	2934	IT010013303	1	2934	0102448	21.07.2013
2934	25.02.2026	?	002	2934	IT010013304	1	2934	0102452	21.07.2013
23529	25.02.2026	?	001	23529	IT010013304	1	23529	0102474	21.07.2013
6633	25.02.2026	?	002	6633	IT010013304	1	6633	0101326	21.07.2013
6409	25.02.2026	?	002	6409	IT010013305	1	6409	0101330	21.07.2013
5722	25.02.2026	?	002	5722	IT010013305	1	5722	0101339	21.07.2013
5874	25.02.2026	?	002	5874	IT010013306	1	5874	0102444	21.07.2013
2326	25.02.2026	?	002	2326	IT010013306	1	2326	0102461	21.07.2013
2921	25.02.2026	?	002	2921	IT010013306	1	2921	0111513	21.07.2013
2760	25.02.2026	?	002	1380	IT010013307	2	1380	0102480	22.07.2013
566	25.02.2026	?	002	566	IT010013308	1	566	0105755	22.07.2013
984	25.02.2026	?	002	984	IT010013308	1	984	0105759	22.07.2013
2780	25.02.2026	?	002	1390	IT010013309	2	1390	0110142	22.07.2013
2834	25.02.2026	?	002	2834	IT010013309	1	2834	0110145	22.07.2013
6633	25.02.2026	?	002	6633	IT010013310	1	6633	0101326	22.07.2013
8121	25.02.2026	?	002	8121	IT010013310	1	8121	0101329	22.07.2013
12818	25.02.2026	?	002	6409	IT010013310	2	6409	0101330	22.07.2013
12293	25.02.2026	?	002	12293	IT010013311	1	12293	0101332	22.07.2013
11444	25.02.2026	?	002	5722	IT010013311	2	5722	0101339	22.07.2013
4644	25.02.2026	?	002	4644	IT010013311	1	4644	0101341	22.07.2013
1497	25.02.2026	?	002	1497	IT010013312	1	1497	0100595	22.07.2013
1069	25.02.2026	?	002	1069	IT010013312	1	1069	0100649	22.07.2013
3850	25.02.2026	?	002	1925	IT010013312	2	1925	0101041	22.07.2013
4055	25.02.2026	?	002	4055	IT010013313	1	4055	0102315	22.07.2013
2878	25.02.2026	?	002	2878	IT010013313	1	2878	0102317	22.07.2013
2105	25.02.2026	?	002	2105	IT010013314	1	2105	0102327	22.07.2013
2139	25.02.2026	?	002	2139	IT010013315	1	2139	0102330	22.07.2013
2139	25.02.2026	?	002	2139	IT010013315	1	2139	0102332	22.07.2013
2139	25.02.2026	?	002	2139	IT010013316	1	2139	0102333	22.07.2013
47166	25.02.2026	?	001	47166	IT010013316	1	47166	0102391	22.07.2013
47064	25.02.2026	?	001	47064	IT010013316	1	47064	0102398	22.07.2013
1380	25.02.2026	?	002	1380	IT010013317	1	1380	0102480	22.07.2013
1867	25.02.2026	?	002	1867	IT010013318	1	1867	0102483	22.07.2013
1380	25.02.2026	?	002	1380	IT010013319	1	1380	0102492	22.07.2013
1925	25.02.2026	?	002	1925	IT010013320	1	1925	0105735	22.07.2013
5142	25.02.2026	?	002	2571	IT010013320	2	2571	0105736	22.07.2013
566	25.02.2026	?	002	566	IT010013321	1	566	0105755	22.07.2013
2571	25.02.2026	?	002	2571	IT010013322	1	2571	0105757	22.07.2013
984	25.02.2026	?	002	984	IT010013322	1	984	0105759	22.07.2013
1069	25.02.2026	?	002	1069	IT010013323	1	1069	0109013	22.07.2013
407	25.02.2026	?	002	407	IT010013323	1	407	0110134	22.07.2013
1380	25.02.2026	?	002	1380	IT010013324	1	1380	0102493	22.07.2013
3820	25.02.2026	?	002	3820	IT010013324	1	3820	0102436	22.07.2013
3820	25.02.2026	?	002	3820	IT010013325	1	3820	0102438	22.07.2013
2934	25.02.2026	?	002	2934	IT010013325	1	2934	0102442	22.07.2013
5874	25.02.2026	?	002	5874	IT010013326	1	5874	0102444	22.07.2013
2934	25.02.2026	?	002	2934	IT010013326	1	2934	0102447	22.07.2013
8956	25.02.2026	?	002	8956	IT010013327	1	8956	0102453	22.07.2013
2326	25.02.2026	?	002	2326	IT010013327	1	2326	0102461	22.07.2013
6200	25.02.2026	?	002	3100	IT010013328	2	3100	0102467	22.07.2013
5329	25.02.2026	?	002	5329	IT010013328	1	5329	0102469	22.07.2013
10658	25.02.2026	?	002	5329	IT010013328	2	5329	0102470	22.07.2013
23529	25.02.2026	?	001	23529	IT010013329	1	23529	0102474	22.07.2013
2347	25.02.2026	?	002	2347	IT010013329	1	2347	0100632	22.07.2013
1925	25.02.2026	?	002	1925	IT010013330	1	1925	0101041	22.07.2013
3353	25.02.2026	?	002	3353	IT010013331	1	3353	0101045	22.07.2013
1380	25.02.2026	?	002	1380	IT010013332	1	1380	0102492	22.07.2013
1380	25.02.2026	?	002	1380	IT010013332	1	1380	0102493	22.07.2013
496	25.02.2026	?	002	496	IT010013332	1	496	0102549	22.07.2013
1867	25.02.2026	?	002	1867	IT010013333	1	1867	0102584	22.07.2013
1380	25.02.2026	?	002	1380	IT010013334	1	1380	0102722	22.07.2013
900	25.02.2026	?	002	450	IT010013334	2	450	0102723	22.07.2013
2571	25.02.2026	?	002	2571	IT010013334	1	2571	0105736	22.07.2013
534	25.02.2026	?	002	534	IT010013335	1	534	0105743	22.07.2013
1498	25.02.2026	?	002	749	IT010013335	2	749	0105747	22.07.2013
1069	25.02.2026	?	002	1069	IT010013335	1	1069	0109013	22.07.2013
768	25.02.2026	?	002	384	IT010013336	2	384	0110140	22.07.2013
2139	25.02.2026	?	002	2139	IT010013336	1	2139	0110143	22.07.2013
1867	25.02.2026	?	002	1867	IT010013336	1	1867	0102483	22.07.2013
1497	25.02.2026	?	002	1497	IT010013337	1	1497	0100595	22.07.2013
2868	25.02.2026	?	002	2868	IT010013337	1	2868	0100597	22.07.2013
1229	25.02.2026	?	002	1229	IT010013337	1	1229	0100598	22.07.2013
4602	25.02.2026	?	002	2301	IT010013338	2	2301	0100641	22.07.2013
6633	25.02.2026	?	002	6633	IT010013339	1	6633	0101326	22.07.2013
8121	25.02.2026	?	002	8121	IT010013340	1	8121	0101329	22.07.2013
6409	25.02.2026	?	002	6409	IT010013340	1	6409	0101330	22.07.2013
12293	25.02.2026	?	002	12293	IT010013341	1	12293	0101332	22.07.2013
11444	25.02.2026	?	002	5722	IT010013342	2	5722	0101339	22.07.2013
94128	25.02.2026	?	001	47064	IT010013343	2	47064	0102377	22.07.2013
1332	25.02.2026	?	002	1332	IT010013343	1	1332	0102489	22.07.2013
1295	25.02.2026	?	002	1295	IT010013344	1	1295	0111515	22.07.2013
15943	25.02.2026	?	002	15943	IT010013345	1	15943	0102439	22.07.2013
1380	25.02.2026	?	002	1380	IT010013345	1	1380	0102492	22.07.2013
1380	25.02.2026	?	002	1380	IT010013346	1	1380	0102493	22.07.2013
450	25.02.2026	?	002	450	IT010013346	1	450	0102723	22.07.2013
18832	25.02.2026	?	002	9416	IT010013347	2	9416	0102440	22.07.2013
4258	25.02.2026	?	002	2129	IT010013348	2	2129	0102310	22.07.2013
2460	25.02.2026	?	002	2460	IT010013349	1	2460	0102313	22.07.2013
2129	25.02.2026	?	002	2129	IT010013349	1	2129	0102578	22.07.2013
5329	25.02.2026	?	002	5329	IT010013349	1	5329	0102469	22.07.2013
5329	25.02.2026	?	002	5329	IT010013350	1	5329	0102470	22.07.2013
2129	25.02.2026	?	002	2129	IT010013351	1	2129	0102306	22.07.2013
2129	25.02.2026	?	002	2129	IT010013351	1	2129	0102307	22.07.2013
2129	25.02.2026	?	002	2129	IT010013352	1	2129	0102309	22.07.2013
4258	25.02.2026	?	002	2129	IT010013352	2	2129	0102310	22.07.2013
2460	25.02.2026	?	002	2460	IT010013353	1	2460	0102313	22.07.2013
2129	25.02.2026	?	002	2129	IT010013353	1	2129	0102578	22.07.2013
4920	25.02.2026	?	002	2460	IT010013354	2	2460	0102311	22.07.2013
3820	25.02.2026	?	002	3820	IT010013354	1	3820	0102436	22.07.2013
15943	25.02.2026	?	002	15943	IT010013355	1	15943	0102439	22.07.2013
2934	25.02.2026	?	002	2934	IT010013355	1	2934	0102442	22.07.2013
8956	25.02.2026	?	002	8956	IT010013355	1	8956	0102453	22.07.2013
5329	25.02.2026	?	002	5329	IT010013356	1	5329	0102471	22.07.2013
6633	25.02.2026	?	002	6633	IT010013356	1	6633	0101326	22.07.2013
8121	25.02.2026	?	002	8121	IT010013356	1	8121	0101329	22.07.2013
12818	25.02.2026	?	002	6409	IT010013357	2	6409	0101330	22.07.2013
5722	25.02.2026	?	002	5722	IT010013358	1	5722	0101339	22.07.2013
5363	25.02.2026	?	002	5363	IT010013358	1	5363	0102427	22.07.2013
9416	25.02.2026	?	002	9416	IT010013359	1	9416	0102440	22.07.2013
2934	25.02.2026	?	002	2934	IT010013359	1	2934	0102447	22.07.2013
2934	25.02.2026	?	002	2934	IT010013360	1	2934	0102448	22.07.2013
5874	25.02.2026	?	002	5874	IT010013360	1	5874	0102454	22.07.2013
3100	25.02.2026	?	002	3100	IT010013361	1	3100	0102467	22.07.2013
2921	25.02.2026	?	002	2921	IT010013361	1	2921	0111513	22.07.2013
3820	25.02.2026	?	002	3820	IT010013362	1	3820	0102443	23.07.2013
5329	25.02.2026	?	002	5329	IT010013362	1	5329	0102416	23.07.2013
3820	25.02.2026	?	002	3820	IT010013362	1	3820	0102436	23.07.2013
2934	25.02.2026	?	002	2934	IT010013363	1	2934	0102437	23.07.2013
23529	25.02.2026	?	001	23529	IT010013364	1	23529	0102474	23.07.2013
5874	25.02.2026	?	002	5874	IT010013364	1	5874	0102444	23.07.2013
2326	25.02.2026	?	002	2326	IT010013365	1	2326	0102461	23.07.2013
1867	25.02.2026	?	002	1867	IT010013365	1	1867	0102483	23.07.2013
1380	25.02.2026	?	002	1380	IT010013366	1	1380	0102480	23.07.2013
1867	25.02.2026	?	002	1867	IT010013367	1	1867	0102483	23.07.2013
1380	25.02.2026	?	002	1380	IT010013368	1	1380	0102492	23.07.2013
1380	25.02.2026	?	002	1380	IT010013368	1	1380	0102493	23.07.2013
450	25.02.2026	?	002	450	IT010013369	1	450	0102723	23.07.2013
566	25.02.2026	?	002	566	IT010013369	1	566	0105755	23.07.2013
984	25.02.2026	?	002	984	IT010013370	1	984	0105759	23.07.2013
1390	25.02.2026	?	002	1390	IT010013370	1	1390	0110142	23.07.2013
2834	25.02.2026	?	002	2834	IT010013371	1	2834	0110145	23.07.2013
2934	25.02.2026	?	002	2934	IT010013372	1	2934	0102442	23.07.2013
1113	25.02.2026	?	002	1113	IT010013372	1	1113	0102340	23.07.2013
1069	25.02.2026	?	002	1069	IT010013372	1	1069	0109013	23.07.2013
6633	25.02.2026	?	002	6633	IT010013373	1	6633	0101326	23.07.2013
8121	25.02.2026	?	002	8121	IT010013374	1	8121	0101329	23.07.2013
6409	25.02.2026	?	002	6409	IT010013374	1	6409	0101330	23.07.2013
12293	25.02.2026	?	002	12293	IT010013374	1	12293	0101332	23.07.2013
5722	25.02.2026	?	002	5722	IT010013374	1	5722	0101339	23.07.2013
4644	25.02.2026	?	002	4644	IT010013375	1	4644	0101341	23.07.2013
2129	25.02.2026	?	002	2129	IT010013375	1	2129	0102338	23.07.2013
15943	25.02.2026	?	002	15943	IT010013376	1	15943	0102439	23.07.2013
5868	25.02.2026	?	002	2934	IT010013377	2	2934	0102447	23.07.2013
2934	25.02.2026	?	002	2934	IT010013377	1	2934	0102448	23.07.2013
8956	25.02.2026	?	002	8956	IT010013378	1	8956	0102453	23.07.2013
2129	25.02.2026	?	002	2129	IT010013378	1	2129	0102310	23.07.2013
2460	25.02.2026	?	002	2460	IT010013379	1	2460	0102313	23.07.2013
2129	25.02.2026	?	002	2129	IT010013379	1	2129	0102578	23.07.2013
816	25.02.2026	?	002	816	IT010013379	1	816	0110488	23.07.2013
936	25.02.2026	?	002	936	IT010013380	1	936	0110491	23.07.2013
8453	25.02.2026	?	002	8453	IT010013380	1	8453	0102370	23.07.2013
16242	25.02.2026	?	002	8121	IT010013381	2	8121	0101329	24.07.2013
6409	25.02.2026	?	002	6409	IT010013382	1	6409	0101330	24.07.2013
4644	25.02.2026	?	002	4644	IT010013382	1	4644	0101341	24.07.2013
1497	25.02.2026	?	002	1497	IT010013382	1	1497	0100595	24.07.2013
1925	25.02.2026	?	002	1925	IT010013383	1	1925	0101041	24.07.2013
47166	25.02.2026	?	001	47166	IT010013384	1	47166	0102390	24.07.2013
5329	25.02.2026	?	002	5329	IT010013384	1	5329	0102416	24.07.2013
7640	25.02.2026	?	002	3820	IT010013384	2	3820	0102436	24.07.2013
5874	25.02.2026	?	002	5874	IT010013385	1	5874	0102444	24.07.2013
2326	25.02.2026	?	002	2326	IT010013386	1	2326	0102461	24.07.2013
23529	25.02.2026	?	001	23529	IT010013386	1	23529	0102474	24.07.2013
1380	25.02.2026	?	002	1380	IT010013386	1	1380	0102492	24.07.2013
496	25.02.2026	?	002	496	IT010013387	1	496	0102549	24.07.2013
566	25.02.2026	?	002	566	IT010013387	1	566	0105755	24.07.2013
984	25.02.2026	?	002	984	IT010013388	1	984	0105759	24.07.2013
407	25.02.2026	?	002	407	IT010013389	1	407	0110134	24.07.2013
2139	25.02.2026	?	002	2139	IT010013389	1	2139	0110143	24.07.2013
16242	25.02.2026	?	002	8121	IT010013389	2	8121	0101329	24.07.2013
1872	25.02.2026	?	002	936	IT010013390	2	936	0110491	24.07.2013
2680	25.02.2026	?	002	2680	IT010013390	1	2680	0110494	24.07.2013
4248	25.02.2026	?	002	4248	IT010013390	1	4248	0111512	24.07.2013
2590	25.02.2026	?	002	1295	IT010013391	2	1295	0111515	24.07.2013
15943	25.02.2026	?	002	15943	IT010013391	1	15943	0102439	24.07.2013
17912	25.02.2026	?	002	8956	IT010013392	2	8956	0102453	24.07.2013
13266	25.02.2026	?	002	6633	IT010013392	2	6633	0101326	24.07.2013
8121	25.02.2026	?	002	8121	IT010013393	1	8121	0101329	24.07.2013
6409	25.02.2026	?	002	6409	IT010013393	1	6409	0101330	24.07.2013
12293	25.02.2026	?	002	12293	IT010013394	1	12293	0101332	24.07.2013
5722	25.02.2026	?	002	5722	IT010013395	1	5722	0101339	24.07.2013
2590	25.02.2026	?	002	1295	IT010013395	2	1295	0111515	24.07.2013
3820	25.02.2026	?	002	3820	IT010013395	1	3820	0102436	24.07.2013
3820	25.02.2026	?	002	3820	IT010013396	1	3820	0102438	24.07.2013
15943	25.02.2026	?	002	15943	IT010013396	1	15943	0102439	24.07.2013
9416	25.02.2026	?	002	9416	IT010013396	1	9416	0102440	24.07.2013
2934	25.02.2026	?	002	2934	IT010013397	1	2934	0102442	24.07.2013
5874	25.02.2026	?	002	5874	IT010013397	1	5874	0102444	24.07.2013
2934	25.02.2026	?	002	2934	IT010013397	1	2934	0102447	24.07.2013
8956	25.02.2026	?	002	8956	IT010013398	1	8956	0102453	24.07.2013
2326	25.02.2026	?	002	2326	IT010013398	1	2326	0102461	24.07.2013
